station,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta3,ap1,-76.0,4,44.55,0.4455,ap4
sta3,ap4,-69.0,4,30.08,0.3008,ap4
sta1,ap1,-65.0,4,18.68,0.1868,ap1
sta1,ap2,-70.0,5,33.3,0.333,ap1
sta1,ap1,-63.0,4,16.76,0.1676,ap1
sta1,ap2,-71.0,5,34.66,0.3466,ap1
sta1,ap1,-64.0,4,17.46,0.1746,ap1
sta1,ap2,-70.0,5,33.24,0.3324,ap1
sta3,ap4,-70.0,4,32.39,0.3239,ap4
sta3,ap1,-76.0,4,44.82,0.4482,ap4
sta1,ap1,-64.0,4,17.46,0.1746,ap1
sta1,ap2,-71.0,5,34.71,0.3471,ap1
sta1,ap1,-66.0,4,20.22,0.2022,ap1
sta1,ap2,-70.0,5,33.6,0.336,ap1
sta1,ap1,-64.0,4,17.12,0.1712,ap1
sta1,ap2,-71.0,5,36.24,0.3624,ap1
sta1,ap1,-65.0,4,19.0,0.19,ap1
sta1,ap2,-71.0,5,36.62,0.3662,ap1
sta1,ap1,-66.0,4,21.0,0.21,ap1
sta1,ap2,-71.0,5,35.51,0.3551,ap1
sta1,ap1,-67.0,4,22.02,0.2202,ap1
sta1,ap2,-70.0,5,34.13,0.3413,ap1
sta3,ap4,-71.0,4,36.12,0.3612,ap4
sta3,ap3,-77.0,4,44.1,0.441,ap4
sta1,ap1,-68.0,4,24.19,0.2419,ap1
sta1,ap2,-71.0,5,36.67,0.3667,ap1
sta3,ap4,-72.0,4,38.33,0.3833,ap4
sta3,ap3,-76.0,4,41.34,0.4134,ap4
sta1,ap1,-71.0,4,29.41,0.2941,ap1
sta1,ap2,-73.0,5,40.8,0.408,ap1
sta1,ap4,-76.0,4,52.39,0.5239,ap1
sta3,ap4,-72.0,4,39.46,0.3946,ap4
sta3,ap3,-76.0,4,39.96,0.3996,ap4
sta1,ap1,-70.0,4,27.66,0.2766,ap1
sta1,ap2,-72.0,5,38.28,0.3828,ap1
sta1,ap4,-77.0,4,55.54,0.5554,ap1
sta3,ap4,-73.0,4,40.61,0.4061,ap4
sta3,ap3,-75.0,4,38.59,0.3859,ap4
sta1,ap1,-71.0,4,29.61,0.2961,ap1
sta1,ap2,-72.0,5,37.64,0.3764,ap1
sta1,ap4,-77.0,4,55.11,0.5511,ap1
sta3,ap4,-73.0,4,41.0,0.41,ap4
sta3,ap3,-75.0,4,36.89,0.3689,ap4
sta1,ap1,-71.0,4,31.26,0.3126,ap1
sta1,ap2,-71.0,5,35.17,0.3517,ap1
sta1,ap4,-77.0,4,56.72,0.5672,ap1
sta3,ap4,-73.0,4,41.44,0.4144,ap4
sta3,ap3,-75.0,4,38.95,0.3895,ap4
sta3,ap2,-75.0,5,49.37,0.4937,ap4
sta1,ap1,-72.0,4,34.01,0.3401,ap1
sta1,ap2,-69.0,5,31.58,0.3158,ap1
sta3,ap4,-73.0,4,42.11,0.4211,ap4
sta3,ap3,-76.0,4,41.15,0.4115,ap4
sta3,ap2,-75.0,5,48.09,0.4809,ap4
sta1,ap1,-72.0,4,34.13,0.3413,ap1
sta1,ap2,-70.0,5,33.54,0.3354,ap1
sta3,ap4,-74.0,4,44.01,0.4401,ap4
sta3,ap3,-76.0,4,42.15,0.4215,ap4
sta3,ap2,-74.0,5,46.01,0.4601,ap4
sta3,ap1,-76.0,4,44.01,0.4401,ap4
sta1,ap1,-72.0,4,32.39,0.3239,ap1
sta1,ap2,-71.0,5,35.9,0.359,ap1
sta1,ap4,-77.0,4,55.58,0.5558,ap1
sta3,ap4,-74.0,4,45.0,0.45,ap4
sta3,ap3,-76.0,4,42.72,0.4272,ap4
sta3,ap2,-74.0,5,45.0,0.45,ap4
sta3,ap1,-75.0,4,42.72,0.4272,ap4
sta1,ap1,-71.0,4,31.58,0.3158,ap1
sta1,ap2,-72.0,5,37.11,0.3711,ap1
sta1,ap4,-77.0,4,54.74,0.5474,ap1
sta3,ap4,-74.0,4,45.04,0.4504,ap4
sta3,ap3,-77.0,4,44.6,0.446,ap4
sta3,ap2,-74.0,5,45.04,0.4504,ap4
sta3,ap1,-75.0,4,40.85,0.4085,ap4
sta1,ap1,-72.0,4,34.13,0.3413,ap1
sta1,ap2,-70.0,5,33.54,0.3354,ap1
sta3,ap4,-74.0,4,45.4,0.454,ap4
sta3,ap2,-74.0,5,45.4,0.454,ap4
sta3,ap1,-74.0,4,37.16,0.3716,ap4
sta1,ap1,-73.0,4,35.23,0.3523,ap1
sta1,ap2,-71.0,5,34.37,0.3437,ap1
sta1,ap4,-77.0,4,56.22,0.5622,ap1
sta3,ap4,-73.0,4,42.3,0.423,ap4
sta3,ap2,-75.0,5,48.26,0.4826,ap4
sta3,ap1,-74.0,4,39.36,0.3936,ap4
sta1,ap1,-74.0,4,37.48,0.3748,ap1
sta1,ap2,-71.0,5,36.12,0.3612,ap1
sta1,ap4,-76.0,4,54.08,0.5408,ap1
sta1,ap3,-77.0,4,43.42,0.4342,ap1
sta3,ap4,-74.0,4,44.28,0.4428,ap4
sta3,ap2,-74.0,5,46.27,0.4627,ap4
sta3,ap1,-74.0,4,38.48,0.3848,ap4
sta1,ap1,-72.0,4,33.96,0.3396,ap1
sta1,ap2,-72.0,5,38.64,0.3864,ap1
sta1,ap4,-76.0,4,52.47,0.5247,ap1
sta3,ap4,-74.0,4,45.4,0.454,ap4
sta3,ap2,-74.0,5,45.4,0.454,ap4
sta3,ap1,-74.0,4,37.16,0.3716,ap4
sta1,ap1,-72.0,4,32.76,0.3276,ap1
sta1,ap2,-72.0,5,37.85,0.3785,ap1
sta1,ap4,-76.0,4,53.6,0.536,ap1
sta3,ap4,-74.0,4,44.28,0.4428,ap4
sta3,ap2,-74.0,5,46.27,0.4627,ap4
sta3,ap1,-74.0,4,38.48,0.3848,ap4
sta1,ap1,-72.0,4,33.24,0.3324,ap1
sta1,ap2,-72.0,5,39.81,0.3981,ap1
sta1,ap4,-76.0,4,51.62,0.5162,ap1
sta3,ap4,-75.0,4,47.38,0.4738,ap4
sta3,ap2,-74.0,5,43.42,0.4342,ap4
sta3,ap1,-73.0,4,36.4,0.364,ap4
sta1,ap1,-71.0,4,30.08,0.3008,ap1
sta1,ap2,-72.0,5,39.56,0.3956,ap1
sta1,ap4,-76.0,4,53.15,0.5315,ap1
sta3,ap4,-74.0,4,45.4,0.454,ap4
sta3,ap2,-74.0,5,45.4,0.454,ap4
sta3,ap1,-74.0,4,37.16,0.3716,ap4
sta1,ap1,-71.0,4,30.08,0.3008,ap1
sta1,ap2,-73.0,5,42.72,0.4272,ap1
sta1,ap4,-76.0,4,50.45,0.5045,ap1
sta3,ap4,-75.0,4,48.26,0.4826,ap4
sta3,ap2,-73.0,5,42.3,0.423,ap4
sta3,ap1,-74.0,4,37.0,0.37,ap4
sta1,ap1,-70.0,4,27.51,0.2751,ap1
sta1,ap2,-73.0,5,41.44,0.4144,ap1
sta1,ap4,-76.0,4,52.89,0.5289,ap1
sta3,ap4,-75.0,4,49.65,0.4965,ap4
sta3,ap2,-73.0,5,41.77,0.4177,ap4
sta3,ap1,-72.0,4,33.84,0.3384,ap4
sta1,ap1,-69.0,4,26.48,0.2648,ap1
sta1,ap2,-72.0,5,37.7,0.377,ap1
sta1,ap4,-77.0,4,56.75,0.5675,ap1
sta3,ap4,-76.0,4,51.97,0.5197,ap4
sta3,ap2,-73.0,5,40.26,0.4026,ap4
sta3,ap1,-71.0,4,31.32,0.3132,ap4
sta1,ap1,-69.0,4,26.25,0.2625,ap1
sta1,ap2,-73.0,5,40.85,0.4085,ap1
sta1,ap4,-77.0,4,54.12,0.5412,ap1
sta3,ap4,-76.0,4,50.49,0.5049,ap4
sta3,ap2,-73.0,5,40.61,0.4061,ap4
sta3,ap1,-73.0,4,34.48,0.3448,ap4
sta1,ap1,-69.0,4,26.93,0.2693,ap1
sta1,ap2,-73.0,5,42.72,0.4272,ap1
sta1,ap4,-76.0,4,52.2,0.522,ap1
sta3,ap4,-76.0,4,50.49,0.5049,ap4
sta3,ap2,-73.0,5,40.61,0.4061,ap4
sta3,ap1,-73.0,4,34.48,0.3448,ap4
sta1,ap1,-68.0,4,25.08,0.2508,ap1
sta1,ap2,-74.0,5,43.46,0.4346,ap1
sta1,ap4,-76.0,4,52.81,0.5281,ap1
sta3,ap4,-75.0,4,50.01,0.5001,ap4
sta3,ap2,-73.0,5,42.2,0.422,ap4
sta3,ap1,-72.0,4,31.95,0.3195,ap4
sta1,ap1,-68.0,4,24.6,0.246,ap1
sta1,ap2,-74.0,5,44.78,0.4478,ap1
sta1,ap4,-76.0,4,52.2,0.522,ap1
sta3,ap4,-76.0,4,52.77,0.5277,ap4
sta3,ap2,-72.0,5,39.05,0.3905,ap4
sta3,ap1,-72.0,4,32.02,0.3202,ap4
sta1,ap1,-67.0,4,23.09,0.2309,ap1
sta1,ap2,-73.0,5,41.15,0.4115,ap1
sta1,ap4,-77.0,4,55.97,0.5597,ap1
sta3,ap4,-76.0,4,53.15,0.5315,ap4
sta3,ap2,-72.0,5,39.56,0.3956,ap4
sta3,ap1,-71.0,4,30.08,0.3008,ap4
sta1,ap1,-67.0,4,22.56,0.2256,ap1
sta1,ap2,-72.0,5,39.36,0.3936,ap1
sta3,ap4,-76.0,4,53.94,0.5394,ap4
sta3,ap2,-72.0,5,38.33,0.3833,ap4
sta3,ap1,-71.0,4,30.81,0.3081,ap4
sta1,ap1,-67.0,4,23.09,0.2309,ap1
sta1,ap2,-73.0,5,41.15,0.4115,ap1
sta1,ap4,-77.0,4,55.97,0.5597,ap1
sta3,ap4,-77.0,4,55.11,0.5511,ap4
sta3,ap2,-72.0,5,37.64,0.3764,ap4
sta3,ap1,-71.0,4,29.61,0.2961,ap4
sta1,ap1,-69.0,4,26.25,0.2625,ap1
sta1,ap2,-73.0,5,40.85,0.4085,ap1
sta1,ap4,-77.0,4,54.12,0.5412,ap1
sta3,ap2,-70.0,5,32.76,0.3276,
sta3,ap1,-72.0,4,33.06,0.3306,
sta1,ap1,-70.0,5,27.51,0.2751,ap1
sta1,ap2,-73.0,5,41.44,0.4144,ap1
sta1,ap4,-76.0,3,52.89,0.5289,ap1
sta3,ap2,-70.0,5,32.76,0.3276,ap1
sta3,ap1,-72.0,5,33.06,0.3306,ap1
sta1,ap1,-69.0,5,26.93,0.2693,ap1
sta1,ap2,-73.0,5,42.72,0.4272,ap1
sta1,ap4,-76.0,3,52.2,0.522,ap1
sta3,ap2,-69.0,5,31.26,0.3126,ap1
sta3,ap1,-73.0,5,36.01,0.3601,ap1
sta3,ap3,-77.0,4,44.01,0.4401,ap1
sta1,ap1,-67.0,5,22.83,0.2283,ap1
sta1,ap2,-74.0,5,45.62,0.4562,ap1
sta1,ap4,-76.0,3,52.92,0.5292,ap1
sta3,ap2,-70.0,5,32.39,0.3239,ap1
sta3,ap1,-73.0,5,35.06,0.3506,ap1
sta1,ap1,-68.0,5,24.6,0.246,ap1
sta1,ap2,-74.0,5,44.78,0.4478,ap1
sta1,ap4,-76.0,3,52.2,0.522,ap1
sta3,ap2,-68.0,5,28.86,0.2886,ap1
sta3,ap1,-72.0,5,33.06,0.3306,ap1
sta1,ap1,-67.0,5,21.93,0.2193,ap1
sta1,ap2,-74.0,5,43.83,0.4383,ap1
sta1,ap4,-77.0,3,54.78,0.5478,ap1
sta3,ap2,-68.0,5,27.51,0.2751,ap1
sta3,ap1,-71.0,5,31.26,0.3126,ap1
sta1,ap1,-66.0,5,20.62,0.2062,ap1
sta1,ap2,-74.0,5,43.42,0.4342,ap1
sta1,ap4,-77.0,3,56.08,0.5608,ap1
sta3,ap2,-68.0,5,28.23,0.2823,ap1
sta3,ap1,-70.0,5,29.27,0.2927,ap1
sta1,ap1,-65.0,5,19.31,0.1931,ap1
sta1,ap2,-74.0,5,43.05,0.4305,ap1
sta3,ap2,-65.0,5,21.93,0.2193,ap1
sta3,ap1,-72.0,5,32.57,0.3257,ap1
sta1,ap1,-67.0,5,22.47,0.2247,ap1
sta1,ap2,-73.0,5,42.49,0.4249,ap1
sta1,ap4,-77.0,3,55.36,0.5536,ap1
sta3,ap2,-67.0,5,25.63,0.2563,ap1
sta3,ap1,-71.0,5,31.58,0.3158,ap1
sta1,ap1,-68.0,5,23.85,0.2385,ap1
sta1,ap2,-75.0,5,47.42,0.4742,ap1
sta1,ap4,-76.0,3,51.08,0.5108,ap1
sta3,ap2,-65.0,5,21.93,0.2193,ap1
sta3,ap1,-72.0,5,32.57,0.3257,ap1
sta1,ap1,-67.0,5,23.26,0.2326,ap1
sta1,ap2,-74.0,5,44.28,0.4428,ap1
sta1,ap4,-76.0,3,53.49,0.5349,ap1
sta3,ap2,-64.0,5,20.62,0.2062,ap1
sta3,ap1,-72.0,5,33.84,0.3384,ap1
sta1,ap1,-68.0,5,24.35,0.2435,ap1
sta1,ap2,-73.0,5,41.63,0.4163,ap1
sta1,ap4,-77.0,3,54.71,0.5471,ap1
sta3,ap2,-64.0,5,20.12,0.2012,ap1
sta3,ap1,-72.0,5,33.24,0.3324,ap1
sta1,ap1,-68.0,5,25.08,0.2508,ap1
sta1,ap2,-74.0,5,43.46,0.4346,ap1
sta1,ap4,-76.0,3,52.81,0.5281,ap1
sta3,ap2,-64.0,5,21.1,0.211,ap1
sta3,ap1,-71.0,5,31.38,0.3138,ap1
sta1,ap1,-70.0,5,27.51,0.2751,ap1
sta1,ap2,-73.0,5,41.44,0.4144,ap1
sta1,ap4,-76.0,3,52.89,0.5289,ap1
sta3,ap2,-65.0,5,22.47,0.2247,ap1
sta3,ap1,-72.0,5,33.24,0.3324,ap1
sta1,ap1,-66.0,5,21.38,0.2138,ap1
sta1,ap2,-72.0,5,38.95,0.3895,ap1
sta3,ap2,-62.0,5,17.46,0.1746,ap1
sta3,ap1,-73.0,5,35.85,0.3585,ap1
sta1,ap1,-67.0,4,21.84,0.2184,ap1
sta1,ap2,-73.0,6,40.71,0.4071,ap1
sta3,ap2,-62.0,6,18.36,0.1836,ap2
sta3,ap1,-72.0,4,34.01,0.3401,ap2
sta1,ap1,-67.0,4,22.2,0.222,ap1
sta1,ap2,-72.0,6,37.59,0.3759,ap1
sta3,ap2,-61.0,6,16.64,0.1664,ap2
sta3,ap1,-73.0,4,34.89,0.3489,ap2
sta1,ap1,-69.0,4,25.32,0.2532,ap1
sta1,ap2,-72.0,6,37.16,0.3716,ap1
sta3,ap2,-61.0,6,16.4,0.164,ap2
sta3,ap1,-72.0,4,33.6,0.336,ap2
sta1,ap1,-70.0,4,28.16,0.2816,ap1
sta1,ap2,-71.0,6,35.11,0.3511,ap1
sta3,ap2,-57.0,6,12.53,0.1253,ap2
sta3,ap1,-74.0,4,37.64,0.3764,ap2
sta1,ap1,-71.0,4,30.15,0.3015,ap1
sta1,ap2,-71.0,6,34.48,0.3448,ap1
sta3,ap2,-57.0,6,12.53,0.1253,ap2
sta3,ap1,-74.0,4,37.64,0.3764,ap2
sta1,ap1,-71.0,4,31.0,0.31,ap1
sta1,ap2,-69.0,6,31.32,0.3132,ap1
sta3,ap2,-60.0,6,14.87,0.1487,ap2
sta3,ap1,-73.0,4,35.51,0.3551,ap2
sta1,ap1,-69.0,4,27.07,0.2707,ap1
sta1,ap2,-69.0,6,30.87,0.3087,ap1
sta3,ap2,-58.0,6,13.45,0.1345,ap2
sta3,ap1,-74.0,4,36.89,0.3689,ap2
sta1,ap1,-68.0,4,25.0,0.25,ap1
sta1,ap2,-70.0,6,33.54,0.3354,ap1
sta3,ap2,-57.0,6,12.04,0.1204,ap2
sta3,ap1,-74.0,4,38.01,0.3801,ap2
sta1,ap1,-69.0,4,27.07,0.2707,ap1
sta1,ap2,-71.0,6,34.54,0.3454,ap1
sta3,ap2,-56.0,6,11.18,0.1118,ap2
sta3,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap1,-69.0,4,26.02,0.2602,ap1
sta1,ap2,-70.0,6,34.01,0.3401,ap1
sta3,ap2,-54.0,6,9.43,0.0943,ap2
sta3,ap1,-75.0,4,41.34,0.4134,ap2
sta1,ap1,-70.0,4,27.29,0.2729,ap1
sta1,ap2,-68.0,6,29.07,0.2907,ap1
sta3,ap2,-53.0,6,9.22,0.0922,ap2
sta3,ap1,-75.0,4,40.8,0.408,ap2
sta1,ap1,-70.0,4,27.29,0.2729,ap1
sta1,ap2,-68.0,6,29.07,0.2907,ap1
sta3,ap2,-51.0,6,7.81,0.0781,ap2
sta3,ap1,-75.0,4,42.44,0.4244,ap2
sta1,ap1,-70.0,4,29.27,0.2927,ap1
sta1,ap2,-68.0,6,28.23,0.2823,ap1
sta3,ap2,-56.0,6,11.18,0.1118,ap2
sta3,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap1,-70.0,4,27.66,0.2766,ap1
sta1,ap2,-68.0,6,27.29,0.2729,ap1
sta3,ap2,-57.0,6,12.53,0.1253,ap2
sta3,ap1,-74.0,4,38.95,0.3895,ap2
sta1,ap1,-70.0,4,27.66,0.2766,ap1
sta1,ap2,-68.0,6,27.29,0.2729,ap1
sta3,ap2,-57.0,6,12.21,0.1221,ap2
sta3,ap1,-74.0,4,38.59,0.3859,ap2
sta1,ap1,-69.0,4,26.93,0.2693,ap1
sta1,ap2,-66.0,6,25.0,0.25,ap1
sta3,ap2,-57.0,6,12.04,0.1204,ap2
sta3,ap1,-74.0,4,38.28,0.3828,ap2
sta1,ap1,-71.0,4,30.08,0.3008,ap1
sta1,ap2,-65.0,6,22.47,0.2247,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,34.13,0.3413,ap2
sta1,ap1,-70.0,4,28.23,0.2823,ap1
sta1,ap2,-66.0,6,23.6,0.236,ap1
sta3,ap2,-60.0,6,14.87,0.1487,ap2
sta3,ap1,-73.0,4,35.51,0.3551,ap2
sta1,ap1,-71.0,4,30.87,0.3087,ap1
sta1,ap2,-64.0,6,20.81,0.2081,ap1
sta3,ap2,-57.0,6,12.21,0.1221,ap2
sta3,ap1,-74.0,4,38.59,0.3859,ap2
sta1,ap1,-72.0,4,32.2,0.322,ap1
sta1,ap2,-63.0,6,19.42,0.1942,ap1
sta3,ap2,-54.0,6,9.85,0.0985,ap2
sta3,ap1,-75.0,4,41.68,0.4168,ap2
sta1,ap1,-72.0,4,32.45,0.3245,ap1
sta1,ap2,-62.0,6,17.69,0.1769,ap1
sta3,ap2,-57.0,6,12.04,0.1204,ap2
sta3,ap1,-74.0,4,38.28,0.3828,ap2
sta1,ap1,-70.0,4,29.21,0.2921,ap1
sta1,ap2,-64.0,6,20.81,0.2081,ap1
sta3,ap2,-57.0,6,12.04,0.1204,ap2
sta3,ap1,-74.0,4,38.01,0.3801,ap2
sta1,ap1,-72.0,4,33.24,0.3324,ap1
sta1,ap2,-62.0,6,18.03,0.1803,ap1
sta3,ap2,-56.0,6,10.82,0.1082,ap2
sta3,ap1,-75.0,4,39.96,0.3996,ap2
sta1,ap1,-71.0,4,30.61,0.3061,ap1
sta1,ap2,-65.0,6,21.84,0.2184,ap1
sta3,ap2,-57.0,6,12.53,0.1253,ap2
sta3,ap1,-74.0,4,38.95,0.3895,ap2
sta1,ap1,-70.0,4,29.21,0.2921,ap1
sta1,ap2,-65.0,6,23.09,0.2309,ap1
sta3,ap2,-59.0,6,13.6,0.136,ap2
sta3,ap1,-74.0,4,37.22,0.3722,ap2
sta1,ap1,-71.0,4,30.61,0.3061,ap1
sta1,ap2,-65.0,6,21.84,0.2184,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,34.13,0.3413,ap2
sta1,ap1,-72.0,4,33.6,0.336,ap1
sta1,ap2,-64.0,6,20.22,0.2022,ap1
sta3,ap2,-63.0,6,19.1,0.191,ap2
sta3,ap1,-71.0,4,31.06,0.3106,ap2
sta1,ap1,-72.0,4,32.45,0.3245,ap1
sta1,ap2,-65.0,6,22.2,0.222,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,33.84,0.3384,ap2
sta1,ap1,-72.0,4,34.13,0.3413,ap1
sta1,ap2,-65.0,6,22.02,0.2202,ap1
sta3,ap2,-62.0,6,17.69,0.1769,ap2
sta3,ap1,-72.0,4,32.45,0.3245,ap2
sta1,ap1,-71.0,4,29.68,0.2968,ap1
sta1,ap2,-66.0,6,24.52,0.2452,ap1
sta3,ap2,-63.0,6,19.21,0.1921,ap2
sta3,ap1,-72.0,4,31.76,0.3176,ap2
sta1,ap1,-71.0,4,29.68,0.2968,ap1
sta1,ap2,-66.0,6,24.52,0.2452,ap1
sta3,ap2,-62.0,6,17.69,0.1769,ap2
sta3,ap1,-72.0,4,32.76,0.3276,ap2
sta1,ap1,-71.0,4,31.38,0.3138,ap1
sta1,ap2,-66.0,6,24.19,0.2419,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,34.13,0.3413,ap2
sta1,ap1,-73.0,4,34.48,0.3448,ap1
sta1,ap2,-65.0,6,23.0,0.23,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,34.13,0.3413,ap2
sta1,ap1,-71.0,4,30.87,0.3087,ap1
sta1,ap2,-67.0,6,27.07,0.2707,ap1
sta3,ap2,-61.0,6,16.28,0.1628,ap2
sta3,ap1,-72.0,4,34.13,0.3413,ap2
sta1,ap1,-72.0,4,34.01,0.3401,ap1
sta1,ap2,-67.0,6,26.02,0.2602,ap1
sta3,ap2,-60.0,6,14.87,0.1487,ap2
sta3,ap1,-73.0,4,35.23,0.3523,ap2
sta1,ap1,-72.0,4,32.7,0.327,ap1
sta1,ap2,-67.0,6,27.0,0.27,ap1
sta3,ap2,-62.0,6,18.03,0.1803,ap2
sta3,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap1,-72.0,4,32.57,0.3257,ap1
sta1,ap2,-69.0,6,30.02,0.3002,ap1
sta3,ap2,-63.0,6,19.21,0.1921,ap2
sta3,ap1,-72.0,4,31.76,0.3176,ap2
sta1,ap1,-72.0,4,32.7,0.327,ap1
sta1,ap2,-67.0,6,27.0,0.27,ap1
sta3,ap2,-64.0,6,20.62,0.2062,ap2
sta3,ap1,-71.0,4,30.41,0.3041,ap2
sta1,ap1,-74.0,4,37.7,0.377,ap1
sta1,ap2,-67.0,6,26.48,0.2648,ap1
sta3,ap2,-64.0,6,20.52,0.2052,ap2
sta3,ap1,-71.0,4,30.02,0.3002,ap2
sta1,ap1,-74.0,4,38.95,0.3895,ap1
sta1,ap2,-64.0,6,21.38,0.2138,ap1
sta3,ap2,-63.0,6,19.21,0.1921,ap2
sta3,ap1,-72.0,4,31.76,0.3176,ap2
sta1,ap1,-73.0,4,36.24,0.3624,ap1
sta1,ap2,-65.0,6,23.09,0.2309,ap1
sta3,ap2,-64.0,6,20.52,0.2052,ap2
sta3,ap1,-71.0,4,29.68,0.2968,ap2
sta1,ap1,-73.0,4,36.24,0.3624,ap1
sta1,ap2,-65.0,6,23.09,0.2309,ap1
sta3,ap2,-63.0,6,19.21,0.1921,ap2
sta3,ap1,-72.0,4,31.76,0.3176,ap2
sta1,ap1,-74.0,4,39.81,0.3981,ap1
sta1,ap2,-66.0,6,23.77,0.2377,ap1
sta3,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-71.0,4,30.08,0.3008,ap2
sta1,ap1,-74.0,4,37.59,0.3759,ap1
sta1,ap2,-65.0,6,22.2,0.222,ap1
sta3,ap2,-66.0,6,24.6,0.246,ap2
sta3,ap1,-71.0,4,30.08,0.3008,ap2
sta1,ap1,-73.0,4,36.24,0.3624,ap1
sta1,ap2,-65.0,6,23.09,0.2309,ap1
sta3,ap2,-68.0,6,27.51,0.2751,ap2
sta3,ap1,-71.0,4,31.26,0.3126,ap2
sta1,ap1,-74.0,4,36.89,0.3689,ap1
sta1,ap2,-64.0,6,20.02,0.2002,ap1
sta3,ap2,-67.0,6,26.4,0.264,ap2
sta3,ap1,-71.0,4,29.61,0.2961,ap2
sta1,ap1,-73.0,4,36.62,0.3662,ap1
sta1,ap2,-63.0,6,19.0,0.19,ap1
sta3,ap2,-69.0,6,30.41,0.3041,ap2
sta3,ap1,-69.0,4,26.17,0.2617,ap2
sta1,ap1,-72.0,5,33.84,0.3384,ap1
sta1,ap2,-64.0,5,21.1,0.211,ap1
sta3,ap2,-69.0,5,30.02,0.3002,ap1
sta3,ap1,-69.0,5,25.32,0.2532,ap1
sta1,ap1,-70.0,5,29.21,0.2921,ap1
sta1,ap2,-65.0,5,23.09,0.2309,ap1
sta3,ap2,-70.0,5,33.12,0.3312,ap1
sta3,ap1,-68.0,5,24.02,0.2402,ap1
sta1,ap1,-70.0,5,29.0,0.29,ap1
sta1,ap2,-65.0,5,21.93,0.2193,ap1
sta3,ap2,-71.0,5,34.89,0.3489,ap1
sta3,ap1,-68.0,5,24.02,0.2402,ap1
sta1,ap1,-71.0,5,30.48,0.3048,ap1
sta1,ap2,-63.0,5,19.72,0.1972,ap1
sta3,ap2,-71.0,5,36.24,0.3624,ap1
sta3,ap1,-67.0,5,23.09,0.2309,ap1
sta1,ap1,-72.0,5,33.3,0.333,ap1
sta1,ap2,-61.0,5,17.0,0.17,ap1
sta3,ap2,-72.0,6,38.95,0.3895,ap1
sta3,ap1,-66.0,4,21.38,0.2138,ap1
sta1,ap1,-73.0,4,34.71,0.3471,ap2
sta1,ap2,-60.0,6,15.65,0.1565,ap2
sta3,ap2,-72.0,6,39.81,0.3981,ap1
sta3,ap1,-68.0,4,23.77,0.2377,ap1
sta3,ap4,-77.0,3,56.61,0.5661,ap1
sta1,ap1,-72.0,4,32.02,0.3202,ap2
sta1,ap2,-62.0,6,18.03,0.1803,ap2
sta3,ap2,-72.0,6,39.36,0.3936,ap1
sta3,ap1,-67.0,4,22.56,0.2256,ap1
sta1,ap1,-72.0,4,31.83,0.3183,ap2
sta1,ap2,-63.0,6,18.79,0.1879,ap2
sta3,ap2,-74.0,6,44.78,0.4478,ap1
sta3,ap1,-68.0,4,24.6,0.246,ap1
sta3,ap4,-76.0,3,52.2,0.522,ap1
sta1,ap1,-72.0,4,31.89,0.3189,ap2
sta1,ap2,-62.0,6,18.36,0.1836,ap2
sta3,ap2,-75.0,6,49.24,0.4924,ap1
sta3,ap1,-66.0,4,20.62,0.2062,ap1
sta3,ap4,-76.0,3,52.77,0.5277,ap1
sta1,ap1,-72.0,4,31.89,0.3189,ap2
sta1,ap2,-62.0,6,18.36,0.1836,ap2
sta3,ap1,-66.0,4,20.52,0.2052,ap1
sta3,ap4,-76.0,3,52.35,0.5235,ap1
sta1,ap1,-73.0,4,34.71,0.3471,ap2
sta1,ap2,-60.0,6,15.65,0.1565,ap2
sta3,ap1,-62.0,4,14.87,0.1487,ap1
sta3,ap2,-75.0,6,49.41,0.4941,ap1
sta1,ap1,-73.0,4,34.83,0.3483,ap2
sta1,ap2,-60.0,6,15.26,0.1526,ap2
sta3,ap1,-63.0,4,16.28,0.1628,ap1
sta3,ap4,-77.0,3,56.08,0.5608,ap1
sta1,ap1,-72.0,4,33.3,0.333,ap2
sta1,ap2,-63.0,6,18.68,0.1868,ap2
sta3,ap1,-63.0,4,16.4,0.164,ap1
sta3,ap4,-77.0,3,56.82,0.5682,ap1
sta3,ap2,-75.0,6,48.26,0.4826,ap1
sta1,ap1,-71.0,4,30.61,0.3061,ap2
sta1,ap2,-65.0,6,21.84,0.2184,ap2
sta2,ap3,-44.0,4,3.61,0.0361,ap3
sta2,ap2,-75.0,6,49.93,0.4993,ap3
sta3,ap1,-65.0,4,19.21,0.1921,ap1
sta3,ap4,-77.0,3,54.12,0.5412,ap1
sta3,ap2,-75.0,6,48.88,0.4888,ap1
sta1,ap1,-70.0,4,27.8,0.278,ap2
