station,ap1,rssi1,ocu1,con1,ap2,rssi2,ocu2,con2,ap3,rssi3,ocu3,con3,ap4,rssi4,ocu4,con4,associatedTo
sta4,1,-62.0,60.0,0.0153,1,-73.0,66.6666666667,0.0422,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,66.6666666667,0.0306,1,-70.0,33.3333333333,0.0261,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-57.0,55.5555555556,0.0120,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,46.6666666667,0.0336,1,-72.0,35.0,0.0395,ap4
sta8,1,-65.0,60.0,0.0197,1,-74.0,66.6666666667,0.0461,0,xx,yy,zz,1,-77.0,45.0,0.0550,ap1
sta9,1,-74.0,73.3333333333,0.0387,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0334,ap4
sta10,1,-66.0,60.0,0.0213,1,-73.0,66.6666666667,0.0401,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-66.0,55.5555555556,0.0240,1,-72.0,46.6666666667,0.0296,0,xx,yy,zz,ap2
sta12,0,xx,yy,zz,1,-75.0,66.6666666667,0.0498,1,-60.0,33.3333333333,0.0122,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,46.6666666667,0.0387,1,-72.0,35.0,0.0387,ap4
sta14,1,-61.0,60.0,0.0145,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-48.0,60.0,0.0053,1,-75.0,66.6666666667,0.0497,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-48.0,33.3333333333,0.0050,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-54.0,33.3333333333,0.0076,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,46.6666666667,0.0421,1,-70.0,35.0,0.0328,ap4
sta20,1,-76.0,73.3333333333,0.0431,1,-64.0,55.5555555556,0.0206,1,-75.0,46.6666666667,0.0392,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-60.0,55.5555555556,0.0157,1,-74.0,46.6666666667,0.0345,0,xx,yy,zz,ap2
sta24,1,-75.0,73.3333333333,0.0416,1,-53.0,55.5555555556,0.0088,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0371,1,-72.0,66.6666666667,0.0397,0,xx,yy,zz,1,-76.0,35.0,0.0507,ap4
sta2,1,-69.0,60.0,0.0262,1,-74.0,66.6666666667,0.0456,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,1,-76.0,73.3333333333,0.0445,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0395,ap4
sta4,1,-62.0,60.0,0.0153,1,-73.0,66.6666666667,0.0427,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,66.6666666667,0.0305,1,-70.0,33.3333333333,0.0256,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-58.0,55.5555555556,0.0128,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,46.6666666667,0.0336,1,-72.0,35.0,0.0394,ap4
sta8,1,-65.0,60.0,0.0193,1,-74.0,66.6666666667,0.0464,0,xx,yy,zz,1,-77.0,45.0,0.0553,ap1
sta9,1,-75.0,73.3333333333,0.0405,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,35.0,0.0316,ap4
sta10,1,-66.0,60.0,0.0206,1,-73.0,66.6666666667,0.0420,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-66.0,55.5555555556,0.0247,1,-72.0,46.6666666667,0.0303,0,xx,yy,zz,ap2
sta12,0,xx,yy,zz,1,-75.0,66.6666666667,0.0495,1,-58.0,33.3333333333,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,46.6666666667,0.0382,1,-72.0,35.0,0.0379,ap4
sta14,1,-62.0,60.0,0.0156,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-50.0,60.0,0.0063,1,-75.0,66.6666666667,0.0479,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-51.0,33.3333333333,0.0061,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-52.0,33.3333333333,0.0063,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,1,-77.0,46.6666666667,0.0440,1,-69.0,35.0,0.0311,ap4
sta20,1,-75.0,73.3333333333,0.0419,1,-63.0,55.5555555556,0.0193,1,-76.0,46.6666666667,0.0409,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-62.0,55.5555555556,0.0176,1,-73.0,46.6666666667,0.0326,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0398,1,-55.0,55.5555555556,0.0107,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0375,1,-72.0,66.6666666667,0.0398,1,-77.0,46.6666666667,0.0448,1,-76.0,35.0,0.0505,ap4
sta2,1,-69.0,60.0,0.0256,1,-74.0,66.6666666667,0.0458,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,1,-76.0,73.3333333333,0.0447,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0390,ap4
sta4,1,-62.0,60.0,0.0153,1,-74.0,66.6666666667,0.0433,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,66.6666666667,0.0305,1,-70.0,33.3333333333,0.0252,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-59.0,55.5555555556,0.0136,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,46.6666666667,0.0336,1,-72.0,35.0,0.0394,ap4
sta8,1,-65.0,60.0,0.0188,1,-75.0,66.6666666667,0.0467,0,xx,yy,zz,1,-77.0,45.0,0.0555,ap1
sta9,1,-75.0,73.3333333333,0.0424,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,35.0,0.0298,ap4
sta10,1,-66.0,60.0,0.0201,1,-74.0,66.6666666667,0.0439,0,xx,yy,zz,1,-77.0,45.0,0.0562,ap1
sta11,0,xx,yy,zz,1,-67.0,55.5555555556,0.0256,1,-72.0,46.6666666667,0.0311,0,xx,yy,zz,ap2
sta12,0,xx,yy,zz,1,-75.0,66.6666666667,0.0492,1,-55.0,33.3333333333,0.0084,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,46.6666666667,0.0401,1,-71.0,35.0,0.0361,ap4
sta14,1,-63.0,60.0,0.0169,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-53.0,60.0,0.0079,1,-75.0,66.6666666667,0.0486,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-48.0,33.3333333333,0.0050,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-54.0,33.3333333333,0.0079,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,1,-77.0,46.6666666667,0.0438,1,-69.0,35.0,0.0303,ap4
sta20,1,-75.0,73.3333333333,0.0408,1,-62.0,55.5555555556,0.0181,1,-76.0,46.6666666667,0.0427,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-60.0,55.5555555556,0.0157,1,-74.0,46.6666666667,0.0345,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0392,1,-56.0,55.5555555556,0.0108,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0378,1,-73.0,66.6666666667,0.0399,1,-77.0,46.6666666667,0.0445,1,-76.0,35.0,0.0504,ap4
sta2,1,-68.0,60.0,0.0250,1,-74.0,66.6666666667,0.0460,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,1,-76.0,73.3333333333,0.0448,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0385,ap4
sta4,1,-62.0,60.0,0.0155,1,-74.0,66.6666666667,0.0439,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,66.6666666667,0.0304,1,-69.0,33.3333333333,0.0248,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-59.0,55.5555555556,0.0144,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,46.6666666667,0.0336,1,-72.0,35.0,0.0393,ap4
sta8,1,-64.0,60.0,0.0184,1,-75.0,66.6666666667,0.0470,0,xx,yy,zz,1,-77.0,45.0,0.0557,ap1
sta9,1,-75.0,73.3333333333,0.0405,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,35.0,0.0316,ap4
sta10,1,-64.0,60.0,0.0182,1,-74.0,66.6666666667,0.0437,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-66.0,55.5555555556,0.0247,1,-72.0,46.6666666667,0.0303,0,xx,yy,zz,ap2
sta12,0,xx,yy,zz,1,-75.0,66.6666666667,0.0495,1,-58.0,33.3333333333,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,46.6666666667,0.0382,1,-72.0,35.0,0.0379,ap4
sta14,1,-64.0,60.0,0.0182,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-50.0,60.0,0.0063,1,-75.0,66.6666666667,0.0479,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-51.0,33.3333333333,0.0061,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-57.0,33.3333333333,0.0097,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,35.0,0.0285,ap4
sta20,1,-75.0,73.3333333333,0.0424,1,-61.0,55.5555555556,0.0166,1,-76.0,46.6666666667,0.0420,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-60.0,55.5555555556,0.0155,1,-74.0,46.6666666667,0.0345,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0398,1,-55.0,55.5555555556,0.0107,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0382,1,-73.0,66.6666666667,0.0399,1,-77.0,46.6666666667,0.0442,1,-76.0,35.0,0.0503,ap4
sta2,1,-68.0,60.0,0.0244,1,-74.0,66.6666666667,0.0461,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,1,-76.0,73.3333333333,0.0450,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0380,ap4
sta4,1,-62.0,60.0,0.0156,1,-74.0,66.6666666667,0.0444,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,66.6666666667,0.0304,1,-69.0,33.3333333333,0.0244,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-60.0,55.5555555556,0.0152,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,46.6666666667,0.0336,1,-72.0,35.0,0.0392,ap4
sta8,1,-64.0,60.0,0.0179,1,-75.0,66.6666666667,0.0472,0,xx,yy,zz,1,-77.0,45.0,0.0560,ap1
sta9,1,-74.0,73.3333333333,0.0387,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0334,ap4
sta10,1,-63.0,60.0,0.0164,1,-74.0,66.6666666667,0.0435,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-67.0,61.1111111111,0.0265,1,-71.0,40.0,0.0286,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0401,1,-71.0,35.0,0.0361,ap4
sta14,1,-65.0,60.0,0.0197,0,xx,yy,zz,0,xx,yy,zz,1,-77.0,45.0,0.0568,ap1
sta15,1,-53.0,60.0,0.0076,1,-74.0,61.1111111111,0.0461,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-54.0,40.0,0.0076,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,40.0,0.0091,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,35.0,0.0268,ap4
sta20,1,-75.0,73.3333333333,0.0408,1,-62.0,50.0,0.0181,1,-76.0,53.3333333333,0.0427,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-60.0,50.0,0.0157,1,-74.0,53.3333333333,0.0345,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0380,1,-58.0,50.0,0.0126,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0386,1,-73.0,61.1111111111,0.0400,1,-77.0,53.3333333333,0.0438,1,-76.0,35.0,0.0502,ap4
sta2,1,-68.0,60.0,0.0239,1,-74.0,61.1111111111,0.0463,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0375,ap4
sta4,1,-62.0,60.0,0.0158,1,-74.0,61.1111111111,0.0450,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0304,1,-69.0,40.0,0.0239,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-61.0,50.0,0.0160,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0391,ap4
sta8,1,-64.0,60.0,0.0175,1,-75.0,61.1111111111,0.0475,0,xx,yy,zz,1,-77.0,45.0,0.0562,ap1
sta9,1,-74.0,73.3333333333,0.0381,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0340,ap4
sta10,1,-64.0,60.0,0.0182,1,-74.0,61.1111111111,0.0437,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-67.0,61.1111111111,0.0258,1,-71.0,40.0,0.0278,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,1,-75.0,61.1111111111,0.0495,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0420,1,-71.0,35.0,0.0344,ap4
sta14,1,-65.0,60.0,0.0186,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-51.0,60.0,0.0065,1,-74.0,61.1111111111,0.0454,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,40.0,0.0093,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,40.0,0.0110,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,35.0,0.0261,ap4
sta20,1,-74.0,73.3333333333,0.0397,1,-61.0,50.0,0.0171,1,-77.0,53.3333333333,0.0445,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-59.0,50.0,0.0138,1,-74.0,53.3333333333,0.0365,0,xx,yy,zz,ap2
sta24,1,-73.0,73.3333333333,0.0362,1,-59.0,50.0,0.0145,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0390,1,-73.0,61.1111111111,0.0400,1,-77.0,53.3333333333,0.0435,1,-76.0,35.0,0.0501,ap4
sta2,1,-67.0,60.0,0.0233,1,-75.0,61.1111111111,0.0465,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0370,ap4
sta4,1,-63.0,60.0,0.0160,1,-74.0,61.1111111111,0.0456,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0303,1,-69.0,40.0,0.0235,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-61.0,50.0,0.0168,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0390,ap4
sta8,1,-63.0,60.0,0.0170,1,-75.0,61.1111111111,0.0478,0,xx,yy,zz,1,-77.0,45.0,0.0565,ap1
sta9,1,-74.0,73.3333333333,0.0376,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0347,ap4
sta10,1,-64.0,60.0,0.0178,1,-74.0,61.1111111111,0.0456,0,xx,yy,zz,1,-77.0,45.0,0.0570,ap1
sta11,0,xx,yy,zz,1,-67.0,61.1111111111,0.0252,1,-70.0,40.0,0.0271,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,1,-75.0,61.1111111111,0.0476,1,-58.0,40.0,0.0107,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0424,1,-71.0,35.0,0.0353,ap4
sta14,1,-63.0,60.0,0.0170,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-54.0,60.0,0.0083,1,-74.0,61.1111111111,0.0436,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-61.0,40.0,0.0129,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,35.0,0.0268,ap4
sta20,1,-74.0,73.3333333333,0.0381,1,-63.0,50.0,0.0188,0,xx,yy,zz,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-60.0,50.0,0.0157,1,-74.0,53.3333333333,0.0345,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0380,1,-58.0,50.0,0.0126,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0393,1,-73.0,61.1111111111,0.0400,1,-77.0,53.3333333333,0.0431,1,-75.0,35.0,0.0501,ap4
sta2,1,-67.0,60.0,0.0227,1,-75.0,61.1111111111,0.0466,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0365,ap4
sta4,1,-63.0,60.0,0.0162,1,-74.0,61.1111111111,0.0461,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0303,1,-68.0,40.0,0.0232,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-62.0,50.0,0.0176,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0390,ap4
sta8,1,-63.0,60.0,0.0166,1,-75.0,61.1111111111,0.0481,0,xx,yy,zz,1,-77.0,45.0,0.0567,ap1
sta9,1,-74.0,73.3333333333,0.0395,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0330,ap4
sta10,1,-64.0,60.0,0.0175,1,-75.0,61.1111111111,0.0475,0,xx,yy,zz,1,-77.0,45.0,0.0562,ap1
sta11,0,xx,yy,zz,1,-66.0,61.1111111111,0.0247,1,-70.0,40.0,0.0266,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,1,-75.0,61.1111111111,0.0495,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0405,1,-72.0,35.0,0.0370,ap4
sta14,1,-65.0,60.0,0.0186,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-55.0,60.0,0.0091,1,-74.0,61.1111111111,0.0443,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,40.0,0.0116,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-63.0,40.0,0.0148,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,35.0,0.0261,ap4
sta20,1,-74.0,73.3333333333,0.0371,1,-62.0,50.0,0.0180,0,xx,yy,zz,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-61.0,50.0,0.0162,1,-74.0,53.3333333333,0.0347,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0398,1,-55.0,50.0,0.0107,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-74.0,73.3333333333,0.0397,1,-73.0,61.1111111111,0.0400,1,-76.0,53.3333333333,0.0428,1,-75.0,35.0,0.0500,ap4
sta2,1,-67.0,60.0,0.0221,1,-75.0,61.1111111111,0.0468,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0360,ap4
sta4,1,-63.0,60.0,0.0165,1,-75.0,61.1111111111,0.0466,0,xx,yy,zz,0,xx,yy,zz,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0304,1,-68.0,40.0,0.0228,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-62.0,50.0,0.0184,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0389,ap4
sta8,1,-63.0,60.0,0.0162,1,-75.0,61.1111111111,0.0484,0,xx,yy,zz,1,-77.0,45.0,0.0570,ap1
sta9,1,-74.0,73.3333333333,0.0392,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0338,ap4
sta10,1,-62.0,60.0,0.0156,1,-75.0,61.1111111111,0.0473,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-67.0,61.1111111111,0.0266,1,-69.0,40.0,0.0247,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,1,-75.0,61.1111111111,0.0476,1,-58.0,40.0,0.0107,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0424,1,-71.0,35.0,0.0353,ap4
sta14,1,-64.0,60.0,0.0176,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-53.0,60.0,0.0076,1,-74.0,61.1111111111,0.0461,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-63.0,40.0,0.0147,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,35.0,0.0279,ap4
sta20,1,-74.0,73.3333333333,0.0381,1,-63.0,50.0,0.0188,0,xx,yy,zz,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-59.0,50.0,0.0143,1,-74.0,53.3333333333,0.0366,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0392,1,-56.0,50.0,0.0108,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-75.0,73.3333333333,0.0401,1,-73.0,61.1111111111,0.0400,1,-76.0,53.3333333333,0.0424,1,-75.0,35.0,0.0500,ap4
sta2,1,-66.0,60.0,0.0215,1,-75.0,61.1111111111,0.0469,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0355,ap4
sta4,1,-63.0,60.0,0.0169,1,-75.0,61.1111111111,0.0472,0,xx,yy,zz,1,-77.0,45.0,0.0569,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0304,1,-68.0,40.0,0.0224,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-63.0,50.0,0.0192,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0388,ap4
sta8,1,-62.0,60.0,0.0158,1,-75.0,61.1111111111,0.0487,0,xx,yy,zz,0,xx,yy,zz,ap1
sta9,1,-74.0,73.3333333333,0.0389,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0347,ap4
sta10,1,-63.0,60.0,0.0159,1,-74.0,61.1111111111,0.0454,0,xx,yy,zz,0,xx,yy,zz,ap1
sta11,0,xx,yy,zz,1,-67.0,61.1111111111,0.0270,1,-70.0,40.0,0.0253,0,xx,yy,zz,ap3
sta12,0,xx,yy,zz,1,-75.0,61.1111111111,0.0495,1,-58.0,40.0,0.0103,0,xx,yy,zz,ap3
sta13,0,xx,yy,zz,0,xx,yy,zz,1,-76.0,53.3333333333,0.0420,1,-71.0,35.0,0.0344,ap4
sta14,1,-63.0,60.0,0.0159,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-51.0,60.0,0.0065,1,-74.0,61.1111111111,0.0454,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,40.0,0.0116,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-61.0,40.0,0.0128,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,35.0,0.0273,ap4
sta20,1,-73.0,73.3333333333,0.0365,1,-64.0,50.0,0.0205,0,xx,yy,zz,0,xx,yy,zz,ap2
sta22,0,xx,yy,zz,1,-57.0,50.0,0.0125,1,-75.0,53.3333333333,0.0385,0,xx,yy,zz,ap2
sta24,1,-74.0,73.3333333333,0.0398,1,-55.0,50.0,0.0107,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,1,-75.0,73.3333333333,0.0404,1,-73.0,61.1111111111,0.0400,1,-76.0,53.3333333333,0.0420,1,-75.0,35.0,0.0500,ap4
sta2,1,-66.0,60.0,0.0209,1,-75.0,61.1111111111,0.0471,0,xx,yy,zz,0,xx,yy,zz,ap1
sta3,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0350,ap4
sta4,1,-64.0,60.0,0.0172,1,-75.0,61.1111111111,0.0477,0,xx,yy,zz,1,-77.0,45.0,0.0564,ap1
sta5,0,xx,yy,zz,1,-69.0,61.1111111111,0.0304,1,-68.0,40.0,0.0220,0,xx,yy,zz,ap3
sta6,0,xx,yy,zz,1,-64.0,50.0,0.0200,0,xx,yy,zz,0,xx,yy,zz,ap2
sta7,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,53.3333333333,0.0336,1,-72.0,35.0,0.0387,ap4
sta8,1,-62.0,60.0,0.0153,1,-75.0,61.1111111111,0.0490,0,xx,yy,zz,0,xx,yy,zz,ap1
