station,aps_range,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta1,23,2,-65.0,5,22.47,0.2247,3
sta1,23,3,-71.0,4,27.66,0.2766,3
sta3,21,2,-69.0,5,29.41,0.2941,1
sta3,21,1,-71.0,4,31.06,0.3106,1
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,32,3,-71.0,4,28.02,0.2802,3
sta5,32,2,-65.0,5,22.02,0.2202,3
sta1,23,2,-66.0,5,23.6,0.236,3
sta1,23,3,-70.0,4,26.4,0.264,3
sta3,21,2,-68.0,5,28.79,0.2879,1
sta3,21,1,-71.0,4,30.15,0.3015,1
sta4,4,4,-70.0,3,33.42,0.3342,4
sta5,32,3,-71.0,4,28.3,0.283,3
sta5,32,2,-65.0,5,21.93,0.2193,3
sta1,23,2,-66.0,5,23.43,0.2343,3
sta1,23,3,-70.0,4,26.63,0.2663,3
sta3,21,2,-68.0,5,29.07,0.2907,1
sta3,21,1,-70.0,4,27.29,0.2729,1
sta4,4,4,-71.0,3,36.62,0.3662,4
sta5,32,3,-72.0,4,30.41,0.3041,3
sta5,32,2,-64.0,5,20.62,0.2062,3
sta1,23,2,-65.0,5,21.93,0.2193,3
sta1,23,3,-71.0,4,28.65,0.2865,3
sta3,21,2,-69.0,5,31.38,0.3138,1
sta3,21,1,-68.0,4,24.19,0.2419,1
sta4,4,4,-72.0,3,38.01,0.3801,4
sta5,32,3,-71.0,4,27.29,0.2729,3
sta5,32,2,-66.0,5,23.35,0.2335,3
sta1,23,2,-62.0,5,17.69,0.1769,3
sta1,23,3,-73.0,4,32.76,0.3276,3
sta3,21,2,-71.0,5,34.48,0.3448,1
sta3,21,1,-67.0,4,23.0,0.23,1
sta4,4,4,-72.0,3,39.41,0.3941,4
sta5,32,3,-74.0,4,34.48,0.3448,3
sta5,32,2,-61.0,5,16.4,0.164,3
sta1,23,2,-60.0,5,15.0,0.15,3
sta1,23,3,-74.0,4,35.0,0.35,3
sta3,21,2,-72.0,5,38.01,0.3801,1
sta3,21,1,-68.0,4,23.35,0.2335,1
sta4,4,4,-73.0,3,40.8,0.408,4
sta5,32,3,-74.0,4,36.4,0.364,3
sta5,32,2,-59.0,5,13.6,0.136,3
sta1,23,2,-60.0,5,15.0,0.15,3
sta1,23,3,-74.0,4,35.0,0.35,3
sta3,21,2,-72.0,5,38.95,0.3895,1
sta3,21,1,-66.0,4,21.38,0.2138,1
sta4,4,4,-72.0,3,39.05,0.3905,4
sta5,32,3,-74.0,4,35.0,0.35,3
sta5,32,2,-60.0,5,15.0,0.15,3
sta1,23,2,-56.0,6,11.18,0.1118,2
sta1,23,3,-75.0,3,39.05,0.3905,2
sta3,21,2,-71.0,6,36.24,0.3624,1
sta3,21,1,-67.0,4,23.09,0.2309,1
sta4,4,4,-73.0,3,40.31,0.4031,4
sta5,32,3,-75.0,3,36.89,0.3689,3
sta5,32,2,-58.0,6,13.45,0.1345,3
sta1,23,2,-52.0,6,8.54,0.0854,2
sta1,23,3,-76.0,3,41.87,0.4187,2
sta3,21,2,-70.0,6,32.7,0.327,1
sta3,21,1,-69.0,4,27.0,0.27,1
sta4,4,4,-72.0,3,38.95,0.3895,4
sta5,32,3,-75.0,3,38.95,0.3895,3
sta5,32,2,-57.0,6,12.53,0.1253,3
sta1,23,2,-53.0,6,9.0,0.09,2
sta1,23,3,-77.0,3,43.14,0.4314,2
sta3,21,2,-71.0,6,35.85,0.3585,1
sta3,21,1,-69.0,4,26.17,0.2617,1
sta4,4,4,-72.0,3,37.8,0.378,4
sta5,32,3,-76.0,3,40.31,0.4031,3
sta5,32,2,-59.0,6,14.32,0.1432,3
sta1,23,2,-55.0,7,10.44,0.1044,2
sta1,23,3,-77.0,2,44.6,0.446,2
sta3,21,2,-70.0,7,33.24,0.3324,1
sta3,21,1,-70.0,4,28.02,0.2802,1
sta4,4,4,-72.0,3,37.22,0.3722,4
sta5,21,2,-57.0,7,11.7,0.117,2
sta5,21,1,-75.0,4,40.71,0.4071,2
sta1,23,2,-48.0,7,6.08,0.0608,2
sta1,23,3,-77.0,2,44.69,0.4469,2
sta3,214,2,-72.0,7,37.0,0.37,1
sta3,214,1,-70.0,4,28.44,0.2844,1
sta3,214,4,-77.0,3,56.29,0.5629,1
sta4,4,4,-72.0,3,37.22,0.3722,4
sta5,21,2,-53.0,7,9.22,0.0922,2
sta5,21,1,-76.0,4,43.42,0.4342,2
sta1,23,2,-50.0,7,7.0,0.07,2
sta1,23,3,-77.0,2,44.6,0.446,2
sta3,21,2,-71.0,7,36.4,0.364,1
sta3,21,1,-70.0,4,27.29,0.2729,1
sta4,4,4,-71.0,3,35.51,0.3551,4
sta5,213,2,-57.0,7,12.04,0.1204,2
sta5,213,1,-75.0,4,42.95,0.4295,2
sta5,213,3,-77.0,2,44.78,0.4478,2
sta1,23,2,-56.0,6,11.18,0.1118,2
sta1,23,3,-76.0,3,40.31,0.4031,2
sta3,21,2,-71.0,6,35.34,0.3534,1
sta3,21,1,-68.0,4,25.08,0.2508,1
sta4,4,4,-71.0,3,34.48,0.3448,4
sta5,23,2,-59.0,6,14.32,0.1432,3
sta5,23,3,-76.0,3,40.31,0.4031,3
sta1,23,2,-58.0,6,13.15,0.1315,2
sta1,23,3,-76.0,3,41.87,0.4187,2
sta3,21,2,-70.0,6,34.01,0.3401,1
sta3,21,1,-69.0,4,26.02,0.2602,1
sta4,4,4,-69.0,3,29.41,0.2941,4
sta5,23,2,-60.0,6,14.87,0.1487,3
sta5,23,3,-75.0,3,38.48,0.3848,3
sta1,23,2,-58.0,6,13.15,0.1315,2
sta1,23,3,-76.0,3,41.87,0.4187,2
sta3,214,2,-72.0,6,37.7,0.377,1
sta3,214,1,-69.0,4,26.48,0.2648,1
sta3,214,4,-77.0,3,56.75,0.5675,1
sta4,4,4,-67.0,3,26.93,0.2693,4
sta5,23,2,-59.0,6,13.89,0.1389,3
sta5,23,3,-75.0,3,37.59,0.3759,3
sta1,23,2,-59.0,6,14.04,0.1404,2
sta1,23,3,-75.0,3,38.95,0.3895,2
sta3,21,2,-72.0,6,39.36,0.3936,1
sta3,21,1,-67.0,4,22.56,0.2256,1
sta4,4,4,-69.0,3,29.41,0.2941,4
sta5,23,2,-57.0,6,12.21,0.1221,3
sta5,23,3,-75.0,3,38.59,0.3859,3
sta1,23,2,-58.0,6,13.15,0.1315,2
sta1,23,3,-76.0,3,41.87,0.4187,2
sta3,21,2,-71.0,6,36.67,0.3667,1
sta3,21,1,-68.0,4,24.19,0.2419,1
sta4,4,4,-68.0,3,29.07,0.2907,4
sta5,23,2,-60.0,6,15.0,0.15,3
sta5,23,3,-74.0,3,35.85,0.3585,3
sta1,23,2,-57.0,6,12.04,0.1204,2
sta1,23,3,-76.0,3,41.77,0.4177,2
sta3,21,2,-71.0,6,35.85,0.3585,1
sta3,21,1,-69.0,4,26.17,0.2617,1
sta4,4,4,-69.0,3,30.48,0.3048,4
sta5,23,2,-57.0,6,12.04,0.1204,3
sta5,23,3,-75.0,3,38.01,0.3801,3
sta1,23,2,-55.0,6,10.05,0.1005,2
sta1,23,3,-77.0,3,43.14,0.4314,2
sta3,21,2,-71.0,6,35.85,0.3585,1
sta3,21,1,-67.0,4,22.02,0.2202,1
sta4,4,4,-69.0,3,29.41,0.2941,4
sta5,23,2,-56.0,6,10.82,0.1082,3
sta5,23,3,-76.0,3,39.96,0.3996,3
sta1,23,2,-59.0,6,14.04,0.1404,2
sta1,23,3,-76.0,3,40.46,0.4046,2
sta3,21,2,-71.0,6,35.11,0.3511,1
sta3,21,1,-70.0,4,28.16,0.2816,1
sta4,4,4,-69.0,3,30.41,0.3041,4
sta5,23,2,-56.0,6,11.18,0.1118,3
sta5,23,3,-76.0,3,40.31,0.4031,3
sta1,23,2,-61.0,6,16.03,0.1603,2
sta1,23,3,-75.0,3,37.64,0.3764,2
sta3,21,2,-70.0,6,33.96,0.3396,1
sta3,21,1,-72.0,4,32.14,0.3214,1
sta4,4,4,-68.0,3,29.07,0.2907,4
sta5,23,2,-59.0,6,13.6,0.136,3
sta5,23,3,-75.0,3,39.81,0.3981,3
sta1,23,2,-60.0,6,15.13,0.1513,2
sta1,23,3,-76.0,3,40.61,0.4061,2
sta3,21,2,-71.0,6,34.48,0.3448,1
sta3,21,1,-71.0,4,30.15,0.3015,1
sta4,4,4,-69.0,3,30.41,0.3041,4
sta5,231,2,-61.0,6,16.03,0.1603,3
sta5,231,3,-76.0,3,41.44,0.4144,3
sta5,231,1,-76.0,4,43.32,0.4332,3
sta1,23,2,-59.0,6,14.32,0.1432,2
sta1,23,3,-76.0,3,42.01,0.4201,2
sta3,214,2,-72.0,6,37.85,0.3785,1
sta3,214,1,-72.0,4,32.76,0.3276,1
sta3,214,4,-76.0,3,53.6,0.536,1
sta4,4,4,-68.0,3,27.59,0.2759,4
sta5,231,2,-60.0,6,15.0,0.15,3
sta5,231,3,-76.0,3,42.72,0.4272,3
sta5,231,1,-75.0,4,42.72,0.4272,3
sta1,2,2,-60.0,7,15.26,0.1526,2
sta3,214,2,-72.0,7,37.85,0.3785,1
sta3,214,1,-72.0,4,32.76,0.3276,1
sta3,214,4,-76.0,3,53.6,0.536,1
sta4,4,4,-67.0,3,26.25,0.2625,4
sta5,21,2,-61.0,7,16.28,0.1628,2
sta5,21,1,-74.0,4,39.56,0.3956,2
sta1,2,2,-57.0,6,12.53,0.1253,2
sta3,214,2,-73.0,6,40.26,0.4026,1
sta3,214,1,-71.0,4,31.32,0.3132,1
sta3,214,4,-76.0,3,51.97,0.5197,1
sta4,4,4,-67.0,3,26.4,0.264,4
sta5,23,2,-60.0,6,15.52,0.1552,3
sta5,23,3,-75.0,3,39.0,0.39,3
sta1,2,2,-57.0,6,12.21,0.1221,2
sta3,214,2,-72.0,6,39.81,0.3981,1
sta3,214,1,-72.0,4,33.24,0.3324,1
sta3,214,4,-76.0,3,51.62,0.5162,1
sta4,4,4,-70.0,3,31.89,0.3189,4
sta5,23,2,-60.0,6,14.87,0.1487,3
sta5,23,3,-75.0,3,38.48,0.3848,3
sta1,2,2,-55.0,6,10.63,0.1063,2
sta3,21,2,-71.0,6,34.48,0.3448,1
sta3,21,1,-71.0,4,30.15,0.3015,1
sta4,4,4,-69.0,3,30.48,0.3048,4
sta5,23,2,-57.0,6,12.37,0.1237,3
sta5,23,3,-76.0,3,41.15,0.4115,3
sta1,2,2,-53.0,6,9.22,0.0922,2
sta3,21,2,-71.0,6,34.48,0.3448,1
sta3,21,1,-71.0,4,30.15,0.3015,1
sta4,4,4,-69.0,3,30.81,0.3081,4
sta5,23,2,-53.0,6,9.22,0.0922,3
sta5,23,3,-77.0,3,43.42,0.4342,3
sta1,2,2,-49.0,6,6.71,0.0671,2
sta3,21,2,-71.0,6,35.74,0.3574,1
sta3,21,1,-70.0,4,29.27,0.2927,1
sta4,4,4,-70.0,3,33.6,0.336,4
sta5,23,2,-52.0,6,8.06,0.0806,3
sta5,23,3,-77.0,3,44.78,0.4478,3
sta1,2,2,-48.0,7,6.08,0.0608,2
sta3,214,2,-72.0,7,37.0,0.37,1
sta3,214,1,-70.0,4,28.44,0.2844,1
sta3,214,4,-77.0,3,56.29,0.5629,1
sta4,4,4,-70.0,3,33.6,0.336,4
sta5,21,2,-52.0,7,8.06,0.0806,2
sta5,21,1,-76.0,4,44.78,0.4478,2
sta1,2,2,-45.0,7,5.0,0.05,2
sta3,21,2,-71.0,7,35.85,0.3585,1
sta3,21,1,-69.0,4,26.17,0.2617,1
sta4,4,4,-71.0,3,36.62,0.3662,4
sta5,21,2,-56.0,7,11.18,0.1118,2
sta5,21,1,-75.0,4,42.49,0.4249,2
sta1,2,2,-52.0,6,8.54,0.0854,2
sta3,214,2,-73.0,6,40.31,0.4031,1
sta3,214,1,-68.0,4,25.0,0.25,1
sta3,214,4,-77.0,3,55.36,0.5536,1
sta4,4,4,-71.0,3,35.85,0.3585,4
sta5,213,2,-58.0,6,13.0,0.13,3
sta5,213,1,-76.0,4,43.46,0.4346,3
sta5,213,3,-77.0,3,43.46,0.4346,3
sta1,2,2,-51.0,7,7.81,0.0781,2
sta3,214,2,-72.0,7,39.81,0.3981,1
sta3,214,1,-68.0,4,23.77,0.2377,1
sta3,214,4,-77.0,3,56.61,0.5661,1
sta4,4,4,-71.0,3,35.51,0.3551,4
sta5,21,2,-55.0,7,10.44,0.1044,2
sta5,21,1,-75.0,4,42.06,0.4206,2
sta1,2,2,-49.0,7,6.71,0.0671,2
sta3,21,2,-72.0,7,39.36,0.3936,1
sta3,21,1,-67.0,4,22.56,0.2256,1
sta4,4,4,-71.0,3,35.34,0.3534,4
sta5,21,2,-55.0,7,10.44,0.1044,2
sta5,21,1,-75.0,4,42.06,0.4206,2
sta1,2,2,-45.0,7,5.0,0.05,2
sta3,21,2,-73.0,7,40.71,0.4071,1
sta3,21,1,-67.0,4,21.84,0.2184,1
sta4,4,4,-70.0,3,32.7,0.327,4
sta5,21,2,-54.0,7,9.43,0.0943,2
sta5,21,1,-75.0,4,41.34,0.4134,2
sta1,23,2,-49.0,7,6.71,0.0671,2
sta1,23,3,-77.0,2,43.42,0.4342,2
sta3,214,2,-74.0,7,45.62,0.4562,1
sta3,214,1,-67.0,4,22.83,0.2283,1
sta3,214,4,-76.0,3,52.92,0.5292,1
sta4,4,4,-69.0,3,31.38,0.3138,4
sta5,2,2,-53.0,7,9.0,0.09,2
sta1,23,2,-52.0,7,8.54,0.0854,2
sta1,23,3,-76.0,2,41.87,0.4187,2
sta3,214,2,-75.0,7,46.53,0.4653,1
sta3,214,1,-66.0,4,21.1,0.211,1
sta3,214,4,-76.0,3,53.71,0.5371,1
sta4,4,4,-70.0,3,33.12,0.3312,4
sta5,21,2,-50.0,7,7.28,0.0728,2
sta5,21,1,-76.0,4,44.42,0.4442,2
sta1,23,2,-54.0,7,9.85,0.0985,2
sta1,23,3,-76.0,2,40.46,0.4046,2
sta3,214,2,-73.0,7,42.15,0.4215,1
sta3,214,1,-69.0,4,25.63,0.2563,1
sta3,214,4,-76.0,3,53.45,0.5345,1
sta4,4,4,-71.0,3,36.24,0.3624,4
sta5,2,2,-41.0,7,3.61,0.0361,2
sta1,23,2,-52.0,7,8.06,0.0806,2
sta1,23,3,-77.0,2,43.19,0.4319,2
sta3,214,2,-73.0,7,41.63,0.4163,1
sta3,214,1,-68.0,4,24.35,0.2435,1
sta3,214,4,-77.0,3,54.71,0.5471,1
sta4,4,4,-71.0,3,34.54,0.3454,4
sta5,2,2,-35.0,7,2.24,0.0224,2
sta1,23,2,-55.0,7,10.44,0.1044,2
sta1,23,3,-76.0,2,40.36,0.4036,2
sta3,214,2,-74.0,7,45.31,0.4531,1
sta3,214,1,-69.0,4,25.94,0.2594,1
sta3,214,4,-76.0,3,50.92,0.5092,1
sta4,4,4,-71.0,3,35.34,0.3534,4
sta5,2,2,-35.0,7,2.24,0.0224,2
sta1,23,2,-57.0,6,12.04,0.1204,3
sta1,23,3,-75.0,3,38.28,0.3828,3
sta3,214,2,-74.0,6,45.62,0.4562,1
sta3,214,1,-67.0,4,22.83,0.2283,1
sta3,214,4,-76.0,3,52.92,0.5292,1
sta4,4,4,-72.0,3,37.16,0.3716,4
sta5,2,2,-45.0,6,5.0,0.05,2
sta1,23,2,-57.0,6,12.37,0.1237,3
sta1,23,3,-76.0,3,41.15,0.4115,3
sta3,214,2,-74.0,6,45.62,0.4562,1
sta3,214,1,-67.0,4,22.83,0.2283,1
sta3,214,4,-76.0,3,52.92,0.5292,1
sta4,4,4,-73.0,3,42.49,0.4249,4
sta5,2,2,-41.0,6,3.61,0.0361,2
sta1,23,2,-59.0,6,14.32,0.1432,3
sta1,23,3,-76.0,3,40.31,0.4031,3
sta3,214,2,-74.0,6,45.31,0.4531,1
sta3,214,1,-69.0,4,25.94,0.2594,1
sta3,214,4,-76.0,3,50.92,0.5092,1
sta4,4,4,-73.0,3,39.96,0.3996,4
sta5,2,2,-43.0,6,4.12,0.0412,2
sta1,23,2,-61.0,6,16.76,0.1676,3
sta1,23,3,-75.0,3,37.7,0.377,3
sta3,214,2,-74.0,6,45.88,0.4588,1
sta3,214,1,-70.0,4,27.29,0.2729,1
sta3,214,4,-75.0,3,49.65,0.4965,1
sta4,4,4,-71.0,3,36.24,0.3624,4
sta5,2,2,-46.0,6,5.39,0.0539,2
sta1,23,2,-59.0,6,13.6,0.136,3
sta1,23,3,-75.0,3,39.81,0.3981,3
sta3,214,2,-73.0,6,42.95,0.4295,1
sta3,214,1,-68.0,4,23.77,0.2377,1
sta3,214,4,-76.0,3,54.08,0.5408,1
sta4,4,4,-71.0,3,35.51,0.3551,4
sta5,2,2,-48.0,6,6.08,0.0608,2
sta1,23,2,-59.0,6,13.89,0.1389,3
sta1,23,3,-75.0,3,37.59,0.3759,3
sta3,214,2,-74.0,6,45.18,0.4518,1
sta3,214,1,-66.0,4,21.47,0.2147,1
sta3,214,4,-77.0,3,54.23,0.5423,1
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,2,2,-48.0,6,6.08,0.0608,2
sta1,23,2,-60.0,6,15.26,0.1526,3
sta1,23,3,-74.0,3,36.24,0.3624,3
sta3,214,2,-74.0,6,44.42,0.4442,1
sta3,214,1,-65.0,4,18.79,0.1879,1
sta3,214,4,-77.0,3,56.86,0.5686,1
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,21,2,-52.0,6,8.06,0.0806,2
sta5,21,1,-75.0,4,42.72,0.4272,2

